GENE	TRANSCRIPT_ID	FEATURE	TX_START	TX_END	GENOMIC_CHROM	GENOMIC_START0	GENOMIC_END	STRAND	LENGTH
MTOR	ENST00000361445.9	exon	20870	20999	chr1	11241552	11241681	-	129
MTOR	ENST00000361445.9	exon	22004	22249	chr1	11240302	11240547	-	245
MTOR	ENST00000361445.9	exon	23934	24150	chr1	11238401	11238617	-	216
MTOR	ENST00000361445.9	exon	24503	24709	chr1	11237842	11238048	-	206
MTOR	ENST00000361445.9	exon	28286	28409	chr1	11234142	11234265	-	123
MTOR	ENST00000361445.9	exon	29064	29154	chr1	11233397	11233487	-	90
MTOR	ENST00000361445.9	exon	30023	30116	chr1	11232435	11232528	-	93
MTOR	ENST00000361445.9	exon	31117	31252	chr1	11231299	11231434	-	135
MTOR	ENST00000361445.9	exon	31497	31627	chr1	11230924	11231054	-	130
MTOR	ENST00000361445.9	exon	33633	33884	chr1	11228667	11228918	-	251
MTOR	ENST00000361445.9	exon	46317	46404	chr1	11216147	11216234	-	87
MTOR	ENST00000361445.9	exon	48985	49153	chr1	11213398	11213566	-	168
MTOR	ENST00000361445.9	exon	49643	49756	chr1	11212795	11212908	-	113
MTOR	ENST00000361445.9	exon	50077	50240	chr1	11212311	11212474	-	163
MTOR	ENST00000361445.9	exon	51645	51738	chr1	11210813	11210906	-	93
MTOR	ENST00000361445.9	exon	53093	53240	chr1	11209311	11209458	-	147
MTOR	ENST00000361445.9	exon	57848	57991	chr1	11204560	11204703	-	143
MTOR	ENST00000361445.9	exon	62848	63011	chr1	11199540	11199703	-	163
MTOR	ENST00000361445.9	exon	63148	63294	chr1	11199257	11199403	-	146
MTOR	ENST00000361445.9	exon	95034	95110	chr1	11167441	11167517	-	76
MTOR	ENST00000361445.9	exon	105260	105400	chr1	11157151	11157291	-	140
MTOR	ENST00000361445.9	exon	112325	112426	chr1	11150125	11150226	-	101
MTOR	ENST00000361445.9	exon	115760	115876	chr1	11146675	11146791	-	116
MTOR	ENST00000361445.9	exon	117506	117584	chr1	11144967	11145045	-	78
MTOR	ENST00000361445.9	exon	117796	117904	chr1	11144647	11144755	-	108
MTOR	ENST00000361445.9	exon	122893	123019	chr1	11139532	11139658	-	126
MTOR	ENST00000361445.9	exon	123116	123248	chr1	11139303	11139435	-	132
MTOR	ENST00000361445.9	exon	128085	128201	chr1	11134350	11134466	-	116
MTOR	ENST00000361445.9	exon	129354	129472	chr1	11133079	11133197	-	118
MTOR	ENST00000361445.9	exon	131774	132023	chr1	11130528	11130777	-	249
MTOR	ENST00000361445.9	exon	132713	132814	chr1	11129737	11129838	-	101
MTOR	ENST00000361445.9	exon	133600	133697	chr1	11128854	11128951	-	97
MTOR	ENST00000361445.9	exon	133999	134098	chr1	11128453	11128552	-	99
MTOR	ENST00000361445.9	exon	134425	134548	chr1	11128003	11128126	-	123
MTOR	ENST00000361445.9	exon	134745	134928	chr1	11127623	11127806	-	183
MTOR	ENST00000361445.9	exon	135407	135542	chr1	11127009	11127144	-	135
MTOR	ENST00000361445.9	exon	135755	135930	chr1	11126621	11126796	-	175
MTOR	ENST00000361445.9	exon	137918	138054	chr1	11124497	11124633	-	136
MTOR	ENST00000361445.9	exon	140425	140573	chr1	11121978	11122126	-	148
MTOR	ENST00000361445.9	exon	141183	141306	chr1	11121245	11121368	-	123
MTOR	ENST00000361445.9	exon	145465	145548	chr1	11117003	11117086	-	83
MTOR	ENST00000361445.9	exon	147083	147156	chr1	11115395	11115468	-	73
MTOR	ENST00000361445.9	exon	147664	147739	chr1	11114812	11114887	-	75
MTOR	ENST00000361445.9	exon	148098	148234	chr1	11114317	11114453	-	136
MTOR	ENST00000361445.9	exon	149634	149700	chr1	11112851	11112917	-	66
MTOR	ENST00000361445.9	exon	152822	152903	chr1	11109648	11109729	-	81
MTOR	ENST00000361445.9	exon	153181	153262	chr1	11109289	11109370	-	81
MTOR	ENST00000361445.9	exon	154265	154371	chr1	11108180	11108286	-	106
MTOR	ENST00000361445.9	exon	155051	156017	chr1	11106534	11107500	-	966
NLRP3	ENST00000336119.8	exon	0	21	chr1	247416172	247416193	+	21
NLRP3	ENST00000336119.8	exon	1880	2905	chr1	247418052	247419077	+	1025
NLRP3	ENST00000336119.8	exon	7057	7177	chr1	247423229	247423349	+	120
NLRP3	ENST00000336119.8	exon	7674	9427	chr1	247423846	247425599	+	1753
NLRP3	ENST00000336119.8	exon	13412	13583	chr1	247429584	247429755	+	171
NLRP3	ENST00000336119.8	exon	17930	18101	chr1	247434102	247434273	+	171
NLRP3	ENST00000336119.8	exon	19797	19968	chr1	247435969	247436140	+	171
NLRP3	ENST00000336119.8	exon	27799	27970	chr1	247443971	247444142	+	171
NLRP3	ENST00000336119.8	exon	28478	28649	chr1	247444650	247444821	+	171
NLRP3	ENST00000336119.8	exon	32232	32645	chr1	247448404	247448817	+	413
PIK3CA	ENST00000263967.4	exon	0	247	chr3	179148356	179148603	+	247
PIK3CA	ENST00000263967.4	exon	50393	50821	chr3	179198749	179199177	+	428
PIK3CA	ENST00000263967.4	exon	51333	51543	chr3	179199689	179199899	+	210
PIK3CA	ENST00000263967.4	exon	52933	53184	chr3	179201289	179201540	+	251
PIK3CA	ENST00000263967.4	exon	55187	55433	chr3	179203543	179203789	+	246
PIK3CA	ENST00000263967.4	exon	56146	56232	chr3	179204502	179204588	+	86
PIK3CA	ENST00000263967.4	exon	61238	61344	chr3	179209594	179209700	+	106
PIK3CA	ENST00000263967.4	exon	61829	61982	chr3	179210185	179210338	+	153
PIK3CA	ENST00000263967.4	exon	62074	62209	chr3	179210430	179210565	+	135
PIK3CA	ENST00000263967.4	exon	69853	69978	chr3	179218209	179218334	+	125
PIK3CA	ENST00000263967.4	exon	70839	70921	chr3	179219195	179219277	+	82
PIK3CA	ENST00000263967.4	exon	71214	71379	chr3	179219570	179219735	+	165
PIK3CA	ENST00000263967.4	exon	71592	71696	chr3	179219948	179220052	+	104
PIK3CA	ENST00000263967.4	exon	72629	72801	chr3	179220985	179221157	+	172
PIK3CA	ENST00000263967.4	exon	75724	75831	chr3	179224080	179224187	+	107
PIK3CA	ENST00000263967.4	exon	76343	76465	chr3	179224699	179224821	+	122
PIK3CA	ENST00000263967.4	exon	77605	77684	chr3	179225961	179226040	+	79
PIK3CA	ENST00000263967.4	exon	80915	81086	chr3	179229271	179229442	+	171
PIK3CA	ENST00000263967.4	exon	81647	81765	chr3	179230003	179230121	+	118
PIK3CA	ENST00000263967.4	exon	81868	82020	chr3	179230224	179230376	+	152
PIK3CA	ENST00000263967.4	exon	85737	91737	chr3	179234093	179240093	+	6000
RELA	ENST00000406246.8	exon	0	91	chr11	65662825	65662916	-	91
RELA	ENST00000406246.8	exon	711	738	chr11	65662178	65662205	-	27
RELA	ENST00000406246.8	exon	828	980	chr11	65661936	65662088	-	152
RELA	ENST00000406246.8	exon	1081	1230	chr11	65661686	65661835	-	149
RELA	ENST00000406246.8	exon	2701	2793	chr11	65660123	65660215	-	92
RELA	ENST00000406246.8	exon	3119	3251	chr11	65659665	65659797	-	132
RELA	ENST00000406246.8	exon	4094	4199	chr11	65658717	65658822	-	105
RELA	ENST00000406246.8	exon	4417	4630	chr11	65658286	65658499	-	213
RELA	ENST00000406246.8	exon	6981	7062	chr11	65655854	65655935	-	81
RELA	ENST00000406246.8	exon	7154	7229	chr11	65655687	65655762	-	75
RELA	ENST00000406246.8	exon	7916	9316	chr11	65653600	65655000	-	1400
SCN2A	ENST00000375437.7	exon	0	227	chr2	165239413	165239640	+	227
SCN2A	ENST00000375437.7	exon	56359	56677	chr2	165295772	165296090	+	318
SCN2A	ENST00000375437.7	exon	57603	57722	chr2	165297016	165297135	+	119
SCN2A	ENST00000375437.7	exon	68434	68524	chr2	165307847	165307937	+	90
SCN2A	ENST00000375437.7	exon	69252	69381	chr2	165308665	165308794	+	129
SCN2A	ENST00000375437.7	exon	69938	70030	chr2	165309351	165309443	+	92
SCN2A	ENST00000375437.7	exon	70909	71182	chr2	165310322	165310595	+	273
SCN2A	ENST00000375437.7	exon	72611	72675	chr2	165312024	165312088	+	64
SCN2A	ENST00000375437.7	exon	74206	74348	chr2	165313619	165313761	+	142
SCN2A	ENST00000375437.7	exon	74488	74695	chr2	165313901	165314108	+	207
SCN2A	ENST00000375437.7	exon	76057	76345	chr2	165315470	165315758	+	288
SCN2A	ENST00000375437.7	exon	83742	84087	chr2	165323155	165323500	+	345
SCN2A	ENST00000375437.7	exon	87438	87571	chr2	165326851	165326984	+	133
SCN2A	ENST00000375437.7	exon	91916	92155	chr2	165331329	165331568	+	239
SCN2A	ENST00000375437.7	exon	102882	103056	chr2	165342295	165342469	+	174
SCN2A	ENST00000375437.7	exon	105141	105498	chr2	165344554	165344911	+	357
SCN2A	ENST00000375437.7	exon	114778	115258	chr2	165354191	165354671	+	480
SCN2A	ENST00000375437.7	exon	125729	125850	chr2	165365142	165365263	+	121
SCN2A	ENST00000375437.7	exon	127803	127958	chr2	165367216	165367371	+	155
SCN2A	ENST00000375437.7	exon	130712	130886	chr2	165370125	165370299	+	174
SCN2A	ENST00000375437.7	exon	133811	133934	chr2	165373224	165373347	+	123
SCN2A	ENST00000375437.7	exon	135271	135553	chr2	165374684	165374966	+	282
SCN2A	ENST00000375437.7	exon	138183	138237	chr2	165377596	165377650	+	54
SCN2A	ENST00000375437.7	exon	141178	141316	chr2	165380591	165380729	+	138
SCN2A	ENST00000375437.7	exon	141679	141784	chr2	165381092	165381197	+	105
SCN2A	ENST00000375437.7	exon	147332	147603	chr2	165386745	165387016	+	271
SCN2A	ENST00000375437.7	exon	149215	152891	chr2	165388628	165392304	+	3676
SCN8A	ENST00000627620.5	exon	0	127	chr12	51591232	51591359	+	127
SCN8A	ENST00000627620.5	exon	71531	71861	chr12	51662763	51663093	+	330
SCN8A	ENST00000627620.5	exon	92941	93060	chr12	51684173	51684292	+	119
SCN8A	ENST00000627620.5	exon	95135	95225	chr12	51686367	51686457	+	90
SCN8A	ENST00000627620.5	exon	95858	95987	chr12	51687090	51687219	+	129
SCN8A	ENST00000627620.5	exon	97772	97864	chr12	51689004	51689096	+	92
SCN8A	ENST00000627620.5	exon	108337	108559	chr12	51699569	51699791	+	222
SCN8A	ENST00000627620.5	exon	109911	109975	chr12	51701143	51701207	+	64
SCN8A	ENST00000627620.5	exon	111540	111682	chr12	51702772	51702914	+	142
SCN8A	ENST00000627620.5	exon	114184	114391	chr12	51705416	51705623	+	207
SCN8A	ENST00000627620.5	exon	115189	115483	chr12	51706421	51706715	+	294
SCN8A	ENST00000627620.5	exon	130313	130676	chr12	51721545	51721908	+	363
SCN8A	ENST00000627620.5	exon	154670	154803	chr12	51745902	51746035	+	133
SCN8A	ENST00000627620.5	exon	160122	160361	chr12	51751354	51751593	+	239
SCN8A	ENST00000627620.5	exon	171270	171444	chr12	51762502	51762676	+	174
SCN8A	ENST00000627620.5	exon	174438	174795	chr12	51765670	51766027	+	357
SCN8A	ENST00000627620.5	exon	177632	178103	chr12	51768864	51769335	+	471
SCN8A	ENST00000627620.5	exon	178635	178753	chr12	51769867	51769985	+	118
SCN8A	ENST00000627620.5	exon	179296	179451	chr12	51770528	51770683	+	155
SCN8A	ENST00000627620.5	exon	182956	183130	chr12	51774188	51774362	+	174
SCN8A	ENST00000627620.5	exon	189416	189539	chr12	51780648	51780771	+	123
SCN8A	ENST00000627620.5	exon	195309	195594	chr12	51786541	51786826	+	285
SCN8A	ENST00000627620.5	exon	197462	197516	chr12	51788694	51788748	+	54
SCN8A	ENST00000627620.5	exon	198048	198186	chr12	51789280	51789418	+	138
SCN8A	ENST00000627620.5	exon	199165	199270	chr12	51790397	51790502	+	105
SCN8A	ENST00000627620.5	exon	203138	203409	chr12	51794370	51794641	+	271
SCN8A	ENST00000627620.5	exon	215049	221632	chr12	51806281	51812864	+	6583
SPTAN1	ENST00000372739.7	exon	0	110	chr9	128552586	128552696	+	110
SPTAN1	ENST00000372739.7	exon	14151	14391	chr9	128566737	128566977	+	240
SPTAN1	ENST00000372739.7	exon	16185	16311	chr9	128568771	128568897	+	126
SPTAN1	ENST00000372739.7	exon	22088	22229	chr9	128574674	128574815	+	141
SPTAN1	ENST00000372739.7	exon	22612	22759	chr9	128575198	128575345	+	147
SPTAN1	ENST00000372739.7	exon	24236	24370	chr9	128576822	128576956	+	134
SPTAN1	ENST00000372739.7	exon	24542	24687	chr9	128577128	128577273	+	145
SPTAN1	ENST00000372739.7	exon	24765	24920	chr9	128577351	128577506	+	155
SPTAN1	ENST00000372739.7	exon	25523	25659	chr9	128578109	128578245	+	136
SPTAN1	ENST00000372739.7	exon	27050	27152	chr9	128579636	128579738	+	102
SPTAN1	ENST00000372739.7	exon	28335	28473	chr9	128580921	128581059	+	138
SPTAN1	ENST00000372739.7	exon	29195	29306	chr9	128581781	128581892	+	111
SPTAN1	ENST00000372739.7	exon	29892	29970	chr9	128582478	128582556	+	78
SPTAN1	ENST00000372739.7	exon	30107	30263	chr9	128582693	128582849	+	156
SPTAN1	ENST00000372739.7	exon	30490	30695	chr9	128583076	128583281	+	205
SPTAN1	ENST00000372739.7	exon	31201	31383	chr9	128583787	128583969	+	182
SPTAN1	ENST00000372739.7	exon	31695	31939	chr9	128584281	128584525	+	244
SPTAN1	ENST00000372739.7	exon	32134	32257	chr9	128584720	128584843	+	123
SPTAN1	ENST00000372739.7	exon	33161	33379	chr9	128585747	128585965	+	218
SPTAN1	ENST00000372739.7	exon	35019	35112	chr9	128587605	128587698	+	93
SPTAN1	ENST00000372739.7	exon	36222	36357	chr9	128588808	128588943	+	135
SPTAN1	ENST00000372739.7	exon	38890	39039	chr9	128591476	128591625	+	149
SPTAN1	ENST00000372739.7	exon	40396	40456	chr9	128592982	128593042	+	60
SPTAN1	ENST00000372739.7	exon	41588	41787	chr9	128594174	128594373	+	199
SPTAN1	ENST00000372739.7	exon	45813	45918	chr9	128598399	128598504	+	105
SPTAN1	ENST00000372739.7	exon	46376	46400	chr9	128598962	128598986	+	24
SPTAN1	ENST00000372739.7	exon	47493	47529	chr9	128600079	128600115	+	36
SPTAN1	ENST00000372739.7	exon	50956	51004	chr9	128603542	128603590	+	48
SPTAN1	ENST00000372739.7	exon	51739	51831	chr9	128604325	128604417	+	92
SPTAN1	ENST00000372739.7	exon	52447	52592	chr9	128605033	128605178	+	145
SPTAN1	ENST00000372739.7	exon	52709	52891	chr9	128605295	128605477	+	182
SPTAN1	ENST00000372739.7	exon	55017	55117	chr9	128607603	128607703	+	100
SPTAN1	ENST00000372739.7	exon	55265	55463	chr9	128607851	128608049	+	198
SPTAN1	ENST00000372739.7	exon	55543	55690	chr9	128608129	128608276	+	147
SPTAN1	ENST00000372739.7	exon	56287	56391	chr9	128608873	128608977	+	104
SPTAN1	ENST00000372739.7	exon	56535	56698	chr9	128609121	128609284	+	163
SPTAN1	ENST00000372739.7	exon	57064	57079	chr9	128609650	128609665	+	15
SPTAN1	ENST00000372739.7	exon	59127	59259	chr9	128611713	128611845	+	132
SPTAN1	ENST00000372739.7	exon	59522	59660	chr9	128612108	128612246	+	138
SPTAN1	ENST00000372739.7	exon	60794	60899	chr9	128613380	128613485	+	105
SPTAN1	ENST00000372739.7	exon	63045	63254	chr9	128615631	128615840	+	209
SPTAN1	ENST00000372739.7	exon	65053	65174	chr9	128617639	128617760	+	121
SPTAN1	ENST00000372739.7	exon	65400	65522	chr9	128617986	128618108	+	122
SPTAN1	ENST00000372739.7	exon	66284	66417	chr9	128618870	128619003	+	133
SPTAN1	ENST00000372739.7	exon	68571	68670	chr9	128621157	128621256	+	99
SPTAN1	ENST00000372739.7	exon	71741	71901	chr9	128624327	128624487	+	160
SPTAN1	ENST00000372739.7	exon	72516	72593	chr9	128625102	128625179	+	77
SPTAN1	ENST00000372739.7	exon	73182	73392	chr9	128625768	128625978	+	210
SPTAN1	ENST00000372739.7	exon	73804	74101	chr9	128626390	128626687	+	297
SPTAN1	ENST00000372739.7	exon	74799	74912	chr9	128627385	128627498	+	113
SPTAN1	ENST00000372739.7	exon	75338	75356	chr9	128627924	128627942	+	18
SPTAN1	ENST00000372739.7	exon	77734	77789	chr9	128630320	128630375	+	55
SPTAN1	ENST00000372739.7	exon	79540	79737	chr9	128632126	128632323	+	197
SPTAN1	ENST00000372739.7	exon	79844	79898	chr9	128632430	128632484	+	54
SPTAN1	ENST00000372739.7	exon	79985	80132	chr9	128632571	128632718	+	147
SPTAN1	ENST00000372739.7	exon	80221	80369	chr9	128632807	128632955	+	148
SPTAN1	ENST00000372739.7	exon	80622	81076	chr9	128633208	128633662	+	454
SPTLC1	ENST00000262554.7	exon	0	100	chr9	92115313	92115413	-	100
SPTLC1	ENST00000262554.7	exon	2851	2959	chr9	92112454	92112562	-	108
SPTLC1	ENST00000262554.7	exon	6579	6674	chr9	92108739	92108834	-	95
SPTLC1	ENST00000262554.7	exon	34450	34544	chr9	92080869	92080963	-	94
SPTLC1	ENST00000262554.7	exon	35325	35398	chr9	92080015	92080088	-	73
SPTLC1	ENST00000262554.7	exon	47315	47448	chr9	92067965	92068098	-	133
SPTLC1	ENST00000262554.7	exon	56105	56235	chr9	92059178	92059308	-	130
SPTLC1	ENST00000262554.7	exon	59919	60009	chr9	92055404	92055494	-	90
SPTLC1	ENST00000262554.7	exon	65346	65454	chr9	92049959	92050067	-	108
SPTLC1	ENST00000262554.7	exon	67705	67801	chr9	92047612	92047708	-	96
SPTLC1	ENST00000262554.7	exon	68145	68242	chr9	92047171	92047268	-	97
SPTLC1	ENST00000262554.7	exon	69360	69415	chr9	92045998	92046053	-	55
SPTLC1	ENST00000262554.7	exon	77048	77166	chr9	92038247	92038365	-	118
SPTLC1	ENST00000262554.7	exon	80530	80604	chr9	92034809	92034883	-	74
SPTLC1	ENST00000262554.7	exon	82855	84267	chr9	92031146	92032558	-	1412
STAT1	ENST00000361099.8	exon	0	154	chr2	191014017	191014171	-	154
STAT1	ENST00000361099.8	exon	493	647	chr2	191013524	191013678	-	154
STAT1	ENST00000361099.8	exon	4167	4296	chr2	191009875	191010004	-	129
STAT1	ENST00000361099.8	exon	5064	5209	chr2	191008962	191009107	-	145
STAT1	ENST00000361099.8	exon	6510	6609	chr2	191007562	191007661	-	99
STAT1	ENST00000361099.8	exon	13008	13098	chr2	191001073	191001163	-	90
STAT1	ENST00000361099.8	exon	14467	14546	chr2	190999625	190999704	-	79
STAT1	ENST00000361099.8	exon	15863	15955	chr2	190998216	190998308	-	92
STAT1	ENST00000361099.8	exon	16164	16316	chr2	190997855	190998007	-	152
STAT1	ENST00000361099.8	exon	18952	19111	chr2	190995060	190995219	-	159
STAT1	ENST00000361099.8	exon	22851	22944	chr2	190991227	190991320	-	93
STAT1	ENST00000361099.8	exon	24497	24557	chr2	190989614	190989674	-	60
STAT1	ENST00000361099.8	exon	27103	27133	chr2	190987038	190987068	-	30
STAT1	ENST00000361099.8	exon	27224	27318	chr2	190986853	190986947	-	94
STAT1	ENST00000361099.8	exon	28511	28553	chr2	190985618	190985660	-	42
STAT1	ENST00000361099.8	exon	29778	29862	chr2	190984309	190984393	-	84
STAT1	ENST00000361099.8	exon	30431	30530	chr2	190983641	190983740	-	99
STAT1	ENST00000361099.8	exon	31653	31789	chr2	190982382	190982518	-	136
STAT1	ENST00000361099.8	exon	33502	33552	chr2	190980619	190980669	-	50
STAT1	ENST00000361099.8	exon	34305	34400	chr2	190979771	190979866	-	95
STAT1	ENST00000361099.8	exon	35170	35316	chr2	190978855	190979001	-	146
STAT1	ENST00000361099.8	exon	37146	37332	chr2	190976839	190977025	-	186
STAT1	ENST00000361099.8	exon	38284	38360	chr2	190975811	190975887	-	76
STAT1	ENST00000361099.8	exon	39239	39342	chr2	190974829	190974932	-	103
STAT1	ENST00000361099.8	exon	43454	45023	chr2	190969148	190970717	-	1569
STAT3	ENST00000264657.10	exon	0	164	chr17	42388278	42388442	-	164
STAT3	ENST00000264657.10	exon	39903	40054	chr17	42348388	42348539	-	151
STAT3	ENST00000264657.10	exon	41729	41874	chr17	42346568	42346713	-	145
STAT3	ENST00000264657.10	exon	42785	42884	chr17	42345558	42345657	-	99
STAT3	ENST00000264657.10	exon	49033	49129	chr17	42339313	42339409	-	96
STAT3	ENST00000264657.10	exon	49630	49712	chr17	42338730	42338812	-	82
STAT3	ENST00000264657.10	exon	50585	50680	chr17	42337762	42337857	-	95
STAT3	ENST00000264657.10	exon	50856	51008	chr17	42337434	42337586	-	152
STAT3	ENST00000264657.10	exon	54393	54552	chr17	42333890	42334049	-	159
STAT3	ENST00000264657.10	exon	54677	54770	chr17	42333672	42333765	-	93
STAT3	ENST00000264657.10	exon	56911	56971	chr17	42331471	42331531	-	60
STAT3	ENST00000264657.10	exon	58666	58696	chr17	42329746	42329776	-	30
STAT3	ENST00000264657.10	exon	58795	58889	chr17	42329553	42329647	-	94
STAT3	ENST00000264657.10	exon	58985	59033	chr17	42329409	42329457	-	48
STAT3	ENST00000264657.10	exon	62243	62327	chr17	42326115	42326199	-	84
STAT3	ENST00000264657.10	exon	63381	63480	chr17	42324962	42325061	-	99
STAT3	ENST00000264657.10	exon	63596	63732	chr17	42324710	42324846	-	136
STAT3	ENST00000264657.10	exon	64817	64870	chr17	42323572	42323625	-	53
STAT3	ENST00000264657.10	exon	65088	65183	chr17	42323259	42323354	-	95
STAT3	ENST00000264657.10	exon	65299	65439	chr17	42323003	42323143	-	140
STAT3	ENST00000264657.10	exon	65948	66161	chr17	42322281	42322494	-	213
STAT3	ENST00000264657.10	exon	71218	71261	chr17	42317181	42317224	-	43
STAT3	ENST00000264657.10	exon	71541	71654	chr17	42316788	42316901	-	113
STAT3	ENST00000264657.10	exon	72642	75119	chr17	42313323	42315800	-	2477
